framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
noarr,ChooseHints,2,26,10,260,228,0.8769230769230769,1.2019697723492386,1.4615384615384617,1.179763186221744,2.947240884147905,228,1.6613155125873373,66.13155125873374,c,130,108,22,13,0,9,0,0
noarr,ChooseHints,3,26,10,260,230,0.8846153846153846,1.4275841122061625,1.5068273092369477,1.2670250896057347,3.0333333333333337,230,1.7472515201941348,74.72515201941347,c,130,108,22,13,0,9,0,0
noarr,ChooseHints,4,26,5,130,115,0.8846153846153846,1.6265359250484952,1.625,1.2781420765027323,3.085294117647059,115,1.7980765797906462,79.80765797906462,c,130,108,22,13,0,9,0,0
noarr,ChooseHints,5,26,1,26,23,0.8846153846153846,1.767305357651207,1.625,1.293953193133521,3.085294117647059,23,1.8315669207629037,83.15669207629037,c,130,108,22,13,0,9,0,0
noarr,FromPlan,1,26,5,130,98,0.7538461538461538,1.3503552050402174,1.5367614766591746,1.0762580941578488,2.0944130996419514,98,1.4146206838974382,41.46206838974382,c,130,98,32,24,2,6,0,0
noarr,FromPlan,2,26,10,260,222,0.8538461538461538,1.5649873882816332,1.5793650793650795,1.1334971546818418,2.2105263157894735,222,1.5809181719342926,58.091817193429264,c,130,98,32,24,2,6,0,0
noarr,FromPlan,3,26,10,260,228,0.8769230769230769,1.6946031933145682,1.608127776979372,1.13986013986014,2.571428571428571,228,1.6723720992645665,67.23720992645666,c,130,98,32,24,2,6,0,0
noarr,FromPlan,4,26,5,130,115,0.8846153846153846,1.7929385065476726,1.625,1.152471083070452,2.666666666666666,115,1.7353047715034449,73.53047715034448,c,130,98,32,24,2,6,0,0
noarr,FromPlan,5,26,1,26,23,0.8846153846153846,1.8773344718318827,1.6779053084648494,1.215482692105112,2.8499999999999996,23,1.7803224228448553,78.03224228448553,c,130,98,32,24,2,6,0,0
noarr,Naive,1,26,5,130,107,0.823076923076923,1.496534703089064,1.4702194357366771,1.1359508547008548,3.0333333333333337,107,1.6141157611452386,61.41157611452386,c,130,107,23,15,0,8,0,0
noarr,Naive,2,26,10,260,229,0.8807692307692307,1.707102915728634,1.625,1.164670658682635,3.1111111111111107,229,1.7886351814036126,78.86351814036125,c,130,107,23,15,0,8,0,0
noarr,Naive,3,26,10,260,230,0.8846153846153846,1.9355952258799498,1.9655172413793105,1.2663779101245263,3.1372549019607843,230,1.8789697571247874,87.89697571247873,c,130,107,23,15,0,8,0,0
noarr,Naive,4,26,5,130,115,0.8846153846153846,2.0669583826225795,1.9655172413793105,1.350107583438755,3.199456466524434,115,1.9323580655899073,93.23580655899073,c,130,107,23,15,0,8,0,0
noarr,Naive,5,26,1,26,23,0.8846153846153846,2.126437558904767,2.266025641025641,1.36788297544808,3.199456466524434,23,1.9751798687246769,97.51798687246769,c,130,107,23,15,0,8,0,0
